maint,doors,persons,lug_boot,class,buying_high,buying_vhigh,safety_high,safety_low,safety_med
low,4,more,med,unacc,0.0,1.0,0.0,1.0,0.0
low,4,more,med,acc,0.0,1.0,0.0,0.0,1.0
low,4,more,med,acc,0.0,1.0,1.0,0.0,0.0
low,4,more,big,unacc,0.0,1.0,0.0,1.0,0.0
low,4,more,big,acc,0.0,1.0,0.0,0.0,1.0
low,4,more,big,acc,0.0,1.0,1.0,0.0,0.0
low,5more,2,small,unacc,0.0,1.0,0.0,1.0,0.0
low,5more,2,small,unacc,0.0,1.0,0.0,0.0,1.0
low,5more,2,small,unacc,0.0,1.0,1.0,0.0,0.0
low,5more,2,med,unacc,0.0,1.0,0.0,1.0,0.0
low,5more,2,med,unacc,0.0,1.0,0.0,0.0,1.0
low,5more,2,med,unacc,0.0,1.0,1.0,0.0,0.0
low,5more,2,big,unacc,0.0,1.0,0.0,1.0,0.0
low,5more,2,big,unacc,0.0,1.0,0.0,0.0,1.0
low,5more,2,big,unacc,0.0,1.0,1.0,0.0,0.0
low,5more,4,small,unacc,0.0,1.0,0.0,1.0,0.0
low,5more,4,small,unacc,0.0,1.0,0.0,0.0,1.0
low,5more,4,small,acc,0.0,1.0,1.0,0.0,0.0
low,5more,4,med,unacc,0.0,1.0,0.0,1.0,0.0
low,5more,4,med,acc,0.0,1.0,0.0,0.0,1.0
low,5more,4,med,acc,0.0,1.0,1.0,0.0,0.0
low,5more,4,big,unacc,0.0,1.0,0.0,1.0,0.0
low,5more,4,big,acc,0.0,1.0,0.0,0.0,1.0
low,5more,4,big,acc,0.0,1.0,1.0,0.0,0.0
low,5more,more,small,unacc,0.0,1.0,0.0,1.0,0.0
low,5more,more,small,unacc,0.0,1.0,0.0,0.0,1.0
low,5more,more,small,acc,0.0,1.0,1.0,0.0,0.0
low,5more,more,med,unacc,0.0,1.0,0.0,1.0,0.0
low,5more,more,med,acc,0.0,1.0,0.0,0.0,1.0
low,5more,more,med,acc,0.0,1.0,1.0,0.0,0.0
low,5more,more,big,unacc,0.0,1.0,0.0,1.0,0.0
low,5more,more,big,acc,0.0,1.0,0.0,0.0,1.0
low,5more,more,big,acc,0.0,1.0,1.0,0.0,0.0
vhigh,2,2,small,unacc,1.0,0.0,0.0,1.0,0.0
vhigh,2,2,small,unacc,1.0,0.0,0.0,0.0,1.0
vhigh,2,2,small,unacc,1.0,0.0,1.0,0.0,0.0
vhigh,2,2,med,unacc,1.0,0.0,0.0,1.0,0.0
vhigh,2,2,med,unacc,1.0,0.0,0.0,0.0,1.0
vhigh,2,2,med,unacc,1.0,0.0,1.0,0.0,0.0
vhigh,2,2,big,unacc,1.0,0.0,0.0,1.0,0.0
vhigh,2,2,big,unacc,1.0,0.0,0.0,0.0,1.0
vhigh,2,2,big,unacc,1.0,0.0,1.0,0.0,0.0
vhigh,2,4,small,unacc,1.0,0.0,0.0,1.0,0.0
vhigh,2,4,small,unacc,1.0,0.0,0.0,0.0,1.0
vhigh,2,4,small,unacc,1.0,0.0,1.0,0.0,0.0
vhigh,2,4,med,unacc,1.0,0.0,0.0,1.0,0.0
vhigh,2,4,med,unacc,1.0,0.0,0.0,0.0,1.0
vhigh,2,4,med,unacc,1.0,0.0,1.0,0.0,0.0
vhigh,2,4,big,unacc,1.0,0.0,0.0,1.0,0.0
vhigh,2,4,big,unacc,1.0,0.0,0.0,0.0,1.0
vhigh,2,4,big,unacc,1.0,0.0,1.0,0.0,0.0
vhigh,2,more,small,unacc,1.0,0.0,0.0,1.0,0.0
vhigh,2,more,small,unacc,1.0,0.0,0.0,0.0,1.0
vhigh,2,more,small,unacc,1.0,0.0,1.0,0.0,0.0
vhigh,2,more,med,unacc,1.0,0.0,0.0,1.0,0.0
vhigh,2,more,med,unacc,1.0,0.0,0.0,0.0,1.0
vhigh,2,more,med,unacc,1.0,0.0,1.0,0.0,0.0
vhigh,2,more,big,unacc,1.0,0.0,0.0,1.0,0.0
vhigh,2,more,big,unacc,1.0,0.0,0.0,0.0,1.0
vhigh,2,more,big,unacc,1.0,0.0,1.0,0.0,0.0
vhigh,3,2,small,unacc,1.0,0.0,0.0,1.0,0.0
vhigh,3,2,small,unacc,1.0,0.0,0.0,0.0,1.0
vhigh,3,2,small,unacc,1.0,0.0,1.0,0.0,0.0
vhigh,3,2,med,unacc,1.0,0.0,0.0,1.0,0.0
vhigh,3,2,med,unacc,1.0,0.0,0.0,0.0,1.0
vhigh,3,2,med,unacc,1.0,0.0,1.0,0.0,0.0
vhigh,3,2,big,unacc,1.0,0.0,0.0,1.0,0.0
vhigh,3,2,big,unacc,1.0,0.0,0.0,0.0,1.0
vhigh,3,2,big,unacc,1.0,0.0,1.0,0.0,0.0
vhigh,3,4,small,unacc,1.0,0.0,0.0,1.0,0.0
vhigh,3,4,small,unacc,1.0,0.0,0.0,0.0,1.0
vhigh,3,4,small,unacc,1.0,0.0,1.0,0.0,0.0
vhigh,3,4,med,unacc,1.0,0.0,0.0,1.0,0.0
vhigh,3,4,med,unacc,1.0,0.0,0.0,0.0,1.0
vhigh,3,4,med,unacc,1.0,0.0,1.0,0.0,0.0
vhigh,3,4,big,unacc,1.0,0.0,0.0,1.0,0.0
vhigh,3,4,big,unacc,1.0,0.0,0.0,0.0,1.0
vhigh,3,4,big,unacc,1.0,0.0,1.0,0.0,0.0
vhigh,3,more,small,unacc,1.0,0.0,0.0,1.0,0.0
vhigh,3,more,small,unacc,1.0,0.0,0.0,0.0,1.0
vhigh,3,more,small,unacc,1.0,0.0,1.0,0.0,0.0
vhigh,3,more,med,unacc,1.0,0.0,0.0,1.0,0.0
vhigh,3,more,med,unacc,1.0,0.0,0.0,0.0,1.0
vhigh,3,more,med,unacc,1.0,0.0,1.0,0.0,0.0
vhigh,3,more,big,unacc,1.0,0.0,0.0,1.0,0.0
vhigh,3,more,big,unacc,1.0,0.0,0.0,0.0,1.0
vhigh,3,more,big,unacc,1.0,0.0,1.0,0.0,0.0
vhigh,4,2,small,unacc,1.0,0.0,0.0,1.0,0.0
vhigh,4,2,small,unacc,1.0,0.0,0.0,0.0,1.0
vhigh,4,2,small,unacc,1.0,0.0,1.0,0.0,0.0
vhigh,4,2,med,unacc,1.0,0.0,0.0,1.0,0.0
vhigh,4,2,med,unacc,1.0,0.0,0.0,0.0,1.0
vhigh,4,2,med,unacc,1.0,0.0,1.0,0.0,0.0
vhigh,4,2,big,unacc,1.0,0.0,0.0,1.0,0.0
vhigh,4,2,big,unacc,1.0,0.0,0.0,0.0,1.0
vhigh,4,2,big,unacc,1.0,0.0,1.0,0.0,0.0
vhigh,4,4,small,unacc,1.0,0.0,0.0,1.0,0.0
vhigh,4,4,small,unacc,1.0,0.0,0.0,0.0,1.0
vhigh,4,4,small,unacc,1.0,0.0,1.0,0.0,0.0
vhigh,4,4,med,unacc,1.0,0.0,0.0,1.0,0.0
vhigh,4,4,med,unacc,1.0,0.0,0.0,0.0,1.0
vhigh,4,4,med,unacc,1.0,0.0,1.0,0.0,0.0
vhigh,4,4,big,unacc,1.0,0.0,0.0,1.0,0.0
vhigh,4,4,big,unacc,1.0,0.0,0.0,0.0,1.0
vhigh,4,4,big,unacc,1.0,0.0,1.0,0.0,0.0
vhigh,4,more,small,unacc,1.0,0.0,0.0,1.0,0.0
vhigh,4,more,small,unacc,1.0,0.0,0.0,0.0,1.0
vhigh,4,more,small,unacc,1.0,0.0,1.0,0.0,0.0
vhigh,4,more,med,unacc,1.0,0.0,0.0,1.0,0.0
vhigh,4,more,med,unacc,1.0,0.0,0.0,0.0,1.0
vhigh,4,more,med,unacc,1.0,0.0,1.0,0.0,0.0
vhigh,4,more,big,unacc,1.0,0.0,0.0,1.0,0.0
vhigh,4,more,big,unacc,1.0,0.0,0.0,0.0,1.0
vhigh,4,more,big,unacc,1.0,0.0,1.0,0.0,0.0
vhigh,5more,2,small,unacc,1.0,0.0,0.0,1.0,0.0
vhigh,5more,2,small,unacc,1.0,0.0,0.0,0.0,1.0
vhigh,5more,2,small,unacc,1.0,0.0,1.0,0.0,0.0
vhigh,5more,2,med,unacc,1.0,0.0,0.0,1.0,0.0
vhigh,5more,2,med,unacc,1.0,0.0,0.0,0.0,1.0
vhigh,5more,2,med,unacc,1.0,0.0,1.0,0.0,0.0
vhigh,5more,2,big,unacc,1.0,0.0,0.0,1.0,0.0
vhigh,5more,2,big,unacc,1.0,0.0,0.0,0.0,1.0
vhigh,5more,2,big,unacc,1.0,0.0,1.0,0.0,0.0
vhigh,5more,4,small,unacc,1.0,0.0,0.0,1.0,0.0
vhigh,5more,4,small,unacc,1.0,0.0,0.0,0.0,1.0
vhigh,5more,4,small,unacc,1.0,0.0,1.0,0.0,0.0
vhigh,5more,4,med,unacc,1.0,0.0,0.0,1.0,0.0
vhigh,5more,4,med,unacc,1.0,0.0,0.0,0.0,1.0
vhigh,5more,4,med,unacc,1.0,0.0,1.0,0.0,0.0
vhigh,5more,4,big,unacc,1.0,0.0,0.0,1.0,0.0
vhigh,5more,4,big,unacc,1.0,0.0,0.0,0.0,1.0
vhigh,5more,4,big,unacc,1.0,0.0,1.0,0.0,0.0
vhigh,5more,more,small,unacc,1.0,0.0,0.0,1.0,0.0
vhigh,5more,more,small,unacc,1.0,0.0,0.0,0.0,1.0
vhigh,5more,more,small,unacc,1.0,0.0,1.0,0.0,0.0
vhigh,5more,more,med,unacc,1.0,0.0,0.0,1.0,0.0
vhigh,5more,more,med,unacc,1.0,0.0,0.0,0.0,1.0
vhigh,5more,more,med,unacc,1.0,0.0,1.0,0.0,0.0
vhigh,5more,more,big,unacc,1.0,0.0,0.0,1.0,0.0
vhigh,5more,more,big,unacc,1.0,0.0,0.0,0.0,1.0
vhigh,5more,more,big,unacc,1.0,0.0,1.0,0.0,0.0
high,2,2,small,unacc,1.0,0.0,0.0,1.0,0.0
high,2,2,small,unacc,1.0,0.0,0.0,0.0,1.0
high,2,2,small,unacc,1.0,0.0,1.0,0.0,0.0
high,2,2,med,unacc,1.0,0.0,0.0,1.0,0.0
high,2,2,med,unacc,1.0,0.0,0.0,0.0,1.0
high,2,2,med,unacc,1.0,0.0,1.0,0.0,0.0
high,2,2,big,unacc,1.0,0.0,0.0,1.0,0.0
high,2,2,big,unacc,1.0,0.0,0.0,0.0,1.0
high,2,2,big,unacc,1.0,0.0,1.0,0.0,0.0
high,2,4,small,unacc,1.0,0.0,0.0,1.0,0.0
high,2,4,small,unacc,1.0,0.0,0.0,0.0,1.0
high,2,4,small,acc,1.0,0.0,1.0,0.0,0.0
high,2,4,med,unacc,1.0,0.0,0.0,1.0,0.0
high,2,4,med,unacc,1.0,0.0,0.0,0.0,1.0
high,2,4,med,acc,1.0,0.0,1.0,0.0,0.0
high,2,4,big,unacc,1.0,0.0,0.0,1.0,0.0
high,2,4,big,acc,1.0,0.0,0.0,0.0,1.0
high,2,4,big,acc,1.0,0.0,1.0,0.0,0.0
high,2,more,small,unacc,1.0,0.0,0.0,1.0,0.0
high,2,more,small,unacc,1.0,0.0,0.0,0.0,1.0
high,2,more,small,unacc,1.0,0.0,1.0,0.0,0.0
high,2,more,med,unacc,1.0,0.0,0.0,1.0,0.0
high,2,more,med,unacc,1.0,0.0,0.0,0.0,1.0
high,2,more,med,acc,1.0,0.0,1.0,0.0,0.0
high,2,more,big,unacc,1.0,0.0,0.0,1.0,0.0
high,2,more,big,acc,1.0,0.0,0.0,0.0,1.0
high,2,more,big,acc,1.0,0.0,1.0,0.0,0.0
high,3,2,small,unacc,1.0,0.0,0.0,1.0,0.0
high,3,2,small,unacc,1.0,0.0,0.0,0.0,1.0
high,3,2,small,unacc,1.0,0.0,1.0,0.0,0.0
high,3,2,med,unacc,1.0,0.0,0.0,1.0,0.0
high,3,2,med,unacc,1.0,0.0,0.0,0.0,1.0
high,3,2,med,unacc,1.0,0.0,1.0,0.0,0.0
high,3,2,big,unacc,1.0,0.0,0.0,1.0,0.0
high,3,2,big,unacc,1.0,0.0,0.0,0.0,1.0
high,3,2,big,unacc,1.0,0.0,1.0,0.0,0.0
high,3,4,small,unacc,1.0,0.0,0.0,1.0,0.0
high,3,4,small,unacc,1.0,0.0,0.0,0.0,1.0
high,3,4,small,acc,1.0,0.0,1.0,0.0,0.0
high,3,4,med,unacc,1.0,0.0,0.0,1.0,0.0
high,3,4,med,unacc,1.0,0.0,0.0,0.0,1.0
high,3,4,med,acc,1.0,0.0,1.0,0.0,0.0
high,3,4,big,unacc,1.0,0.0,0.0,1.0,0.0
high,3,4,big,acc,1.0,0.0,0.0,0.0,1.0
high,3,4,big,acc,1.0,0.0,1.0,0.0,0.0
high,3,more,small,unacc,1.0,0.0,0.0,1.0,0.0
high,3,more,small,unacc,1.0,0.0,0.0,0.0,1.0
high,3,more,small,acc,1.0,0.0,1.0,0.0,0.0
high,3,more,med,unacc,1.0,0.0,0.0,1.0,0.0
high,3,more,med,acc,1.0,0.0,0.0,0.0,1.0
high,3,more,med,acc,1.0,0.0,1.0,0.0,0.0
high,3,more,big,unacc,1.0,0.0,0.0,1.0,0.0
high,3,more,big,acc,1.0,0.0,0.0,0.0,1.0
high,3,more,big,acc,1.0,0.0,1.0,0.0,0.0
high,4,2,small,unacc,1.0,0.0,0.0,1.0,0.0
high,4,2,small,unacc,1.0,0.0,0.0,0.0,1.0
high,4,2,small,unacc,1.0,0.0,1.0,0.0,0.0
high,4,2,med,unacc,1.0,0.0,0.0,1.0,0.0
high,4,2,med,unacc,1.0,0.0,0.0,0.0,1.0
high,4,2,med,unacc,1.0,0.0,1.0,0.0,0.0
high,4,2,big,unacc,1.0,0.0,0.0,1.0,0.0
high,4,2,big,unacc,1.0,0.0,0.0,0.0,1.0
high,4,2,big,unacc,1.0,0.0,1.0,0.0,0.0
high,4,4,small,unacc,1.0,0.0,0.0,1.0,0.0
high,4,4,small,unacc,1.0,0.0,0.0,0.0,1.0
high,4,4,small,acc,1.0,0.0,1.0,0.0,0.0
high,4,4,med,unacc,1.0,0.0,0.0,1.0,0.0
high,4,4,med,acc,1.0,0.0,0.0,0.0,1.0
high,4,4,med,acc,1.0,0.0,1.0,0.0,0.0
high,4,4,big,unacc,1.0,0.0,0.0,1.0,0.0
high,4,4,big,acc,1.0,0.0,0.0,0.0,1.0
high,4,4,big,acc,1.0,0.0,1.0,0.0,0.0
high,4,more,small,unacc,1.0,0.0,0.0,1.0,0.0
high,4,more,small,unacc,1.0,0.0,0.0,0.0,1.0
high,4,more,small,acc,1.0,0.0,1.0,0.0,0.0
high,4,more,med,unacc,1.0,0.0,0.0,1.0,0.0
high,4,more,med,acc,1.0,0.0,0.0,0.0,1.0
high,4,more,med,acc,1.0,0.0,1.0,0.0,0.0
high,4,more,big,unacc,1.0,0.0,0.0,1.0,0.0
high,4,more,big,acc,1.0,0.0,0.0,0.0,1.0
high,4,more,big,acc,1.0,0.0,1.0,0.0,0.0
high,5more,2,small,unacc,1.0,0.0,0.0,1.0,0.0
high,5more,2,small,unacc,1.0,0.0,0.0,0.0,1.0
high,5more,2,small,unacc,1.0,0.0,1.0,0.0,0.0
high,5more,2,med,unacc,1.0,0.0,0.0,1.0,0.0
high,5more,2,med,unacc,1.0,0.0,0.0,0.0,1.0
high,5more,2,med,unacc,1.0,0.0,1.0,0.0,0.0
high,5more,2,big,unacc,1.0,0.0,0.0,1.0,0.0
high,5more,2,big,unacc,1.0,0.0,0.0,0.0,1.0
high,5more,2,big,unacc,1.0,0.0,1.0,0.0,0.0
high,5more,4,small,unacc,1.0,0.0,0.0,1.0,0.0
high,5more,4,small,unacc,1.0,0.0,0.0,0.0,1.0
high,5more,4,small,acc,1.0,0.0,1.0,0.0,0.0
high,5more,4,med,unacc,1.0,0.0,0.0,1.0,0.0
high,5more,4,med,acc,1.0,0.0,0.0,0.0,1.0
high,5more,4,med,acc,1.0,0.0,1.0,0.0,0.0
high,5more,4,big,unacc,1.0,0.0,0.0,1.0,0.0
high,5more,4,big,acc,1.0,0.0,0.0,0.0,1.0
high,5more,4,big,acc,1.0,0.0,1.0,0.0,0.0
high,5more,more,small,unacc,1.0,0.0,0.0,1.0,0.0
high,5more,more,small,unacc,1.0,0.0,0.0,0.0,1.0
high,5more,more,small,acc,1.0,0.0,1.0,0.0,0.0
high,5more,more,med,unacc,1.0,0.0,0.0,1.0,0.0
high,5more,more,med,acc,1.0,0.0,0.0,0.0,1.0
high,5more,more,med,acc,1.0,0.0,1.0,0.0,0.0
high,5more,more,big,unacc,1.0,0.0,0.0,1.0,0.0
high,5more,more,big,acc,1.0,0.0,0.0,0.0,1.0
high,5more,more,big,acc,1.0,0.0,1.0,0.0,0.0
med,2,2,small,unacc,1.0,0.0,0.0,1.0,0.0
med,2,2,small,unacc,1.0,0.0,0.0,0.0,1.0
med,2,2,small,unacc,1.0,0.0,1.0,0.0,0.0
med,2,2,med,unacc,1.0,0.0,0.0,1.0,0.0
med,2,2,med,unacc,1.0,0.0,0.0,0.0,1.0
med,2,2,med,unacc,1.0,0.0,1.0,0.0,0.0
med,2,2,big,unacc,1.0,0.0,0.0,1.0,0.0
med,2,2,big,unacc,1.0,0.0,0.0,0.0,1.0
med,2,2,big,unacc,1.0,0.0,1.0,0.0,0.0
med,2,4,small,unacc,1.0,0.0,0.0,1.0,0.0
med,2,4,small,unacc,1.0,0.0,0.0,0.0,1.0
med,2,4,small,acc,1.0,0.0,1.0,0.0,0.0
med,2,4,med,unacc,1.0,0.0,0.0,1.0,0.0
med,2,4,med,unacc,1.0,0.0,0.0,0.0,1.0
med,2,4,med,acc,1.0,0.0,1.0,0.0,0.0
med,2,4,big,unacc,1.0,0.0,0.0,1.0,0.0
med,2,4,big,acc,1.0,0.0,0.0,0.0,1.0
med,2,4,big,acc,1.0,0.0,1.0,0.0,0.0
med,2,more,small,unacc,1.0,0.0,0.0,1.0,0.0
med,2,more,small,unacc,1.0,0.0,0.0,0.0,1.0
med,2,more,small,unacc,1.0,0.0,1.0,0.0,0.0
med,2,more,med,unacc,1.0,0.0,0.0,1.0,0.0
med,2,more,med,unacc,1.0,0.0,0.0,0.0,1.0
med,2,more,med,acc,1.0,0.0,1.0,0.0,0.0
med,2,more,big,unacc,1.0,0.0,0.0,1.0,0.0
med,2,more,big,acc,1.0,0.0,0.0,0.0,1.0
med,2,more,big,acc,1.0,0.0,1.0,0.0,0.0
med,3,2,small,unacc,1.0,0.0,0.0,1.0,0.0
med,3,2,small,unacc,1.0,0.0,0.0,0.0,1.0
med,3,2,small,unacc,1.0,0.0,1.0,0.0,0.0
med,3,2,med,unacc,1.0,0.0,0.0,1.0,0.0
med,3,2,med,unacc,1.0,0.0,0.0,0.0,1.0
med,3,2,med,unacc,1.0,0.0,1.0,0.0,0.0
med,3,2,big,unacc,1.0,0.0,0.0,1.0,0.0
med,3,2,big,unacc,1.0,0.0,0.0,0.0,1.0
med,3,2,big,unacc,1.0,0.0,1.0,0.0,0.0
med,3,4,small,unacc,1.0,0.0,0.0,1.0,0.0
med,3,4,small,unacc,1.0,0.0,0.0,0.0,1.0
med,3,4,small,acc,1.0,0.0,1.0,0.0,0.0
med,3,4,med,unacc,1.0,0.0,0.0,1.0,0.0
med,3,4,med,unacc,1.0,0.0,0.0,0.0,1.0
med,3,4,med,acc,1.0,0.0,1.0,0.0,0.0
med,3,4,big,unacc,1.0,0.0,0.0,1.0,0.0
med,3,4,big,acc,1.0,0.0,0.0,0.0,1.0
med,3,4,big,acc,1.0,0.0,1.0,0.0,0.0
med,3,more,small,unacc,1.0,0.0,0.0,1.0,0.0
med,3,more,small,unacc,1.0,0.0,0.0,0.0,1.0
med,3,more,small,acc,1.0,0.0,1.0,0.0,0.0
med,3,more,med,unacc,1.0,0.0,0.0,1.0,0.0
med,3,more,med,acc,1.0,0.0,0.0,0.0,1.0
med,3,more,med,acc,1.0,0.0,1.0,0.0,0.0
med,3,more,big,unacc,1.0,0.0,0.0,1.0,0.0
med,3,more,big,acc,1.0,0.0,0.0,0.0,1.0
med,3,more,big,acc,1.0,0.0,1.0,0.0,0.0
med,4,2,small,unacc,1.0,0.0,0.0,1.0,0.0
med,4,2,small,unacc,1.0,0.0,0.0,0.0,1.0
med,4,2,small,unacc,1.0,0.0,1.0,0.0,0.0
med,4,2,med,unacc,1.0,0.0,0.0,1.0,0.0
med,4,2,med,unacc,1.0,0.0,0.0,0.0,1.0
med,4,2,med,unacc,1.0,0.0,1.0,0.0,0.0
med,4,2,big,unacc,1.0,0.0,0.0,1.0,0.0
med,4,2,big,unacc,1.0,0.0,0.0,0.0,1.0
med,4,2,big,unacc,1.0,0.0,1.0,0.0,0.0
med,4,4,small,unacc,1.0,0.0,0.0,1.0,0.0
med,4,4,small,unacc,1.0,0.0,0.0,0.0,1.0
med,4,4,small,acc,1.0,0.0,1.0,0.0,0.0
med,4,4,med,unacc,1.0,0.0,0.0,1.0,0.0
med,4,4,med,acc,1.0,0.0,0.0,0.0,1.0
med,4,4,med,acc,1.0,0.0,1.0,0.0,0.0
med,4,4,big,unacc,1.0,0.0,0.0,1.0,0.0
med,4,4,big,acc,1.0,0.0,0.0,0.0,1.0
med,4,4,big,acc,1.0,0.0,1.0,0.0,0.0
med,4,more,small,unacc,1.0,0.0,0.0,1.0,0.0
med,4,more,small,unacc,1.0,0.0,0.0,0.0,1.0
med,4,more,small,acc,1.0,0.0,1.0,0.0,0.0
med,4,more,med,unacc,1.0,0.0,0.0,1.0,0.0
med,4,more,med,acc,1.0,0.0,0.0,0.0,1.0
med,4,more,med,acc,1.0,0.0,1.0,0.0,0.0
med,4,more,big,unacc,1.0,0.0,0.0,1.0,0.0
med,4,more,big,acc,1.0,0.0,0.0,0.0,1.0
med,4,more,big,acc,1.0,0.0,1.0,0.0,0.0
med,5more,2,small,unacc,1.0,0.0,0.0,1.0,0.0
med,5more,2,small,unacc,1.0,0.0,0.0,0.0,1.0
med,5more,2,small,unacc,1.0,0.0,1.0,0.0,0.0
med,5more,2,med,unacc,1.0,0.0,0.0,1.0,0.0
med,5more,2,med,unacc,1.0,0.0,0.0,0.0,1.0
med,5more,2,med,unacc,1.0,0.0,1.0,0.0,0.0
med,5more,2,big,unacc,1.0,0.0,0.0,1.0,0.0
med,5more,2,big,unacc,1.0,0.0,0.0,0.0,1.0
med,5more,2,big,unacc,1.0,0.0,1.0,0.0,0.0
med,5more,4,small,unacc,1.0,0.0,0.0,1.0,0.0
med,5more,4,small,unacc,1.0,0.0,0.0,0.0,1.0
med,5more,4,small,acc,1.0,0.0,1.0,0.0,0.0
med,5more,4,med,unacc,1.0,0.0,0.0,1.0,0.0
med,5more,4,med,acc,1.0,0.0,0.0,0.0,1.0
med,5more,4,med,acc,1.0,0.0,1.0,0.0,0.0
med,5more,4,big,unacc,1.0,0.0,0.0,1.0,0.0
med,5more,4,big,acc,1.0,0.0,0.0,0.0,1.0
med,5more,4,big,acc,1.0,0.0,1.0,0.0,0.0
med,5more,more,small,unacc,1.0,0.0,0.0,1.0,0.0
med,5more,more,small,unacc,1.0,0.0,0.0,0.0,1.0
med,5more,more,small,acc,1.0,0.0,1.0,0.0,0.0
med,5more,more,med,unacc,1.0,0.0,0.0,1.0,0.0
med,5more,more,med,acc,1.0,0.0,0.0,0.0,1.0
med,5more,more,med,acc,1.0,0.0,1.0,0.0,0.0
med,5more,more,big,unacc,1.0,0.0,0.0,1.0,0.0
med,5more,more,big,acc,1.0,0.0,0.0,0.0,1.0
med,5more,more,big,acc,1.0,0.0,1.0,0.0,0.0
low,2,2,small,unacc,1.0,0.0,0.0,1.0,0.0
low,2,2,small,unacc,1.0,0.0,0.0,0.0,1.0
low,2,2,small,unacc,1.0,0.0,1.0,0.0,0.0
low,2,2,med,unacc,1.0,0.0,0.0,1.0,0.0
low,2,2,med,unacc,1.0,0.0,0.0,0.0,1.0
low,2,2,med,unacc,1.0,0.0,1.0,0.0,0.0
low,2,2,big,unacc,1.0,0.0,0.0,1.0,0.0
low,2,2,big,unacc,1.0,0.0,0.0,0.0,1.0
low,2,2,big,unacc,1.0,0.0,1.0,0.0,0.0
low,2,4,small,unacc,1.0,0.0,0.0,1.0,0.0
low,2,4,small,unacc,1.0,0.0,0.0,0.0,1.0
low,2,4,small,acc,1.0,0.0,1.0,0.0,0.0
low,2,4,med,unacc,1.0,0.0,0.0,1.0,0.0
low,2,4,med,unacc,1.0,0.0,0.0,0.0,1.0
low,2,4,med,acc,1.0,0.0,1.0,0.0,0.0
low,2,4,big,unacc,1.0,0.0,0.0,1.0,0.0
low,2,4,big,acc,1.0,0.0,0.0,0.0,1.0
low,2,4,big,acc,1.0,0.0,1.0,0.0,0.0
low,2,more,small,unacc,1.0,0.0,0.0,1.0,0.0
low,2,more,small,unacc,1.0,0.0,0.0,0.0,1.0
low,2,more,small,unacc,1.0,0.0,1.0,0.0,0.0
low,2,more,med,unacc,1.0,0.0,0.0,1.0,0.0
low,2,more,med,unacc,1.0,0.0,0.0,0.0,1.0
low,2,more,med,acc,1.0,0.0,1.0,0.0,0.0
low,2,more,big,unacc,1.0,0.0,0.0,1.0,0.0
low,2,more,big,acc,1.0,0.0,0.0,0.0,1.0
low,2,more,big,acc,1.0,0.0,1.0,0.0,0.0
low,3,2,small,unacc,1.0,0.0,0.0,1.0,0.0
low,3,2,small,unacc,1.0,0.0,0.0,0.0,1.0
low,3,2,small,unacc,1.0,0.0,1.0,0.0,0.0
low,3,2,med,unacc,1.0,0.0,0.0,1.0,0.0
low,3,2,med,unacc,1.0,0.0,0.0,0.0,1.0
low,3,2,med,unacc,1.0,0.0,1.0,0.0,0.0
low,3,2,big,unacc,1.0,0.0,0.0,1.0,0.0
low,3,2,big,unacc,1.0,0.0,0.0,0.0,1.0
low,3,2,big,unacc,1.0,0.0,1.0,0.0,0.0
low,3,4,small,unacc,1.0,0.0,0.0,1.0,0.0
low,3,4,small,unacc,1.0,0.0,0.0,0.0,1.0
low,3,4,small,acc,1.0,0.0,1.0,0.0,0.0
low,3,4,med,unacc,1.0,0.0,0.0,1.0,0.0
low,3,4,med,unacc,1.0,0.0,0.0,0.0,1.0
low,3,4,med,acc,1.0,0.0,1.0,0.0,0.0
low,3,4,big,unacc,1.0,0.0,0.0,1.0,0.0
low,3,4,big,acc,1.0,0.0,0.0,0.0,1.0
